nome;telefone;email;empresa;cidade;estado;id_externo
Barbearia Urbana;(71) 91006-6582;lead-486@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-486
Studio Beleza Real;(81) 91006-6719;lead-487@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-487
Barbearia Nobre;(85) 91006-6856;lead-488@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-488
Salão da Praça;(62) 91006-6993;lead-489@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-489
Barbearia do João;(11) 91006-7130;lead-490@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-490
Salão da Maria;(21) 91006-7267;lead-491@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-491
Studio Corte Fix;(31) 91006-7404;lead-492@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-492
Barbearia Central;(19) 91006-7541;lead-493@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-493
Cabelo & Arte;(41) 91006-7678;lead-494@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-494
Salão Estilo;(51) 91006-7815;lead-495@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-495
Barbearia Urbana;(71) 91006-7952;lead-496@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-496
Studio Beleza Real;(71) 91006-7952;lead-497@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-497
Barbearia Nobre;(85) 91006-8226;lead-498@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-498
Salão da Praça;(62) 91006-8363;lead-499@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-499
Barbearia do João;(11) 91006-8500;lead-500@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-500
Salão da Maria;(21) 91006-8637;lead-501@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-501
Studio Corte Fix;(31) 91006-8774;lead-502@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-502
Barbearia Central;(19) 91006-8911;lead-503@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-503
Cabelo & Arte;(41) 91006-9048;lead-504@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-504
Salão Estilo;(51) 91006-9185;lead-505@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-505
Barbearia Urbana;(71) 91006-9322;lead-506@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-506
Studio Beleza Real;(81) 91006-9459;lead-507@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-507
Barbearia Nobre;(85) 91006-9596;lead-508@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-508
Salão da Praça;(62) 91006-9733;lead-509@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-509
Barbearia do João;(11) 91006-9870;lead-510@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-510
Salão da Maria;(21) 91007-0007;lead-511@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-511
Studio Corte Fix;(31) 91007-0144;lead-512@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-512
Barbearia Central;(19) 91007-0281;lead-513@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-513
Cabelo & Arte;(41) 91007-0418;lead-514@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-514
Salão Estilo;(51) 91007-0555;lead-515@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-515
Barbearia Urbana;(71) 91007-0692;lead-516@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-516
Studio Beleza Real;SEM_TELEFONE_VALIDO;;Studio Beleza Real;Recife;PE;EXT-517
Barbearia Nobre;(85) 91007-0966;lead-518@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-518
Salão da Praça;(62) 91007-1103;lead-519@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-519
Barbearia do João;(11) 91007-1240;lead-520@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-520
Salão da Maria;(21) 91007-1377;lead-521@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-521
Studio Corte Fix;(31) 91007-1514;lead-522@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-522
Barbearia Central;(19) 91007-1651;lead-523@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-523
Cabelo & Arte;(41) 91007-1788;lead-524@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-524
Salão Estilo;(51) 91007-1925;lead-525@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-525
Barbearia Urbana;(71) 91007-2062;lead-526@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-526
Studio Beleza Real;(81) 91007-2199;lead-527@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-527
Barbearia Nobre;(85) 91007-2336;lead-528@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-528
Salão da Praça;(62) 91007-2473;lead-529@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-529
Barbearia do João;(11) 91007-2610;lead-530@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-530
Salão da Maria;(21) 91007-2747;lead-531@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-531
Studio Corte Fix;(31) 91007-2884;lead-532@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-532
Barbearia Central;(19) 91007-3021;lead-533@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-533
Cabelo & Arte;(41) 91007-3158;lead-534@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-534
Salão Estilo;(51) 91007-3295;lead-535@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-535
Barbearia Urbana;(71) 91007-3432;;Barbearia Urbana;Salvador;BA;EXT-536
Studio Beleza Real;(81) 91007-3569;lead-537@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-537
Barbearia Nobre;(85) 91007-3706;lead-538@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-538
Salão da Praça;(62) 91007-3843;lead-539@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-539
Barbearia do João;(11) 91007-3980;lead-540@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-540
Salão da Maria;(21) 91007-4117;lead-541@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-541
Studio Corte Fix;(31) 91007-4254;lead-542@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-542
Barbearia Central;(19) 91007-4391;lead-543@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-543
Cabelo & Arte;(41) 91007-4528;lead-544@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-544
Salão Estilo;(51) 91007-4665;lead-545@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-545
Barbearia Urbana;(71) 91007-4802;lead-546@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-546
Studio Beleza Real;(81) 91007-4939;lead-547@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-547
Barbearia Nobre;(85) 91007-5076;lead-548@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-548
Salão da Praça;(62) 91007-5213;lead-549@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-549
Barbearia do João;(11) 91007-5350;lead-550@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-550
Salão da Maria;(21) 91007-5487;lead-551@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-551
Studio Corte Fix;(31) 91007-5624;lead-552@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-552
Barbearia Central;(19) 91007-5761;lead-553@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-553
Cabelo & Arte;(41) 91007-5898;lead-554@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-554
Salão Estilo;(51) 91007-6035;lead-555@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-555
Barbearia Urbana;(71) 91007-6172;lead-556@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-556
Studio Beleza Real;(81) 91007-6309;lead-557@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-557
Barbearia Nobre;(85) 91007-6446;lead-558@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-558
Salão da Praça;(62) 91007-6583;lead-559@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-559
Barbearia do João;(11) 91007-6720;lead-560@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-560
Salão da Maria;(21) 91007-6857;lead-561@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-561
Studio Corte Fix;(31) 91007-6994;lead-562@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-562
Barbearia Central;(19) 91007-7131;lead-563@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-563
Cabelo & Arte;SEM_TELEFONE_VALIDO;;Cabelo & Arte;Curitiba;PR;EXT-564
Salão Estilo;(51) 91007-7405;lead-565@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-565
Barbearia Urbana;(71) 91007-7542;lead-566@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-566
Studio Beleza Real;(81) 91007-7679;lead-567@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-567
Barbearia Nobre;(81) 91007-7679;lead-568@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-568
Salão da Praça;(62) 91007-7953;lead-569@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-569
Barbearia do João;(11) 91007-8090;lead-570@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-570
Salão da Maria;(21) 91007-8227;lead-571@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-571
Studio Corte Fix;(31) 91007-8364;lead-572@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-572
Barbearia Central;(19) 91007-8501;lead-573@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-573
Cabelo & Arte;(41) 91007-8638;lead-574@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-574
Salão Estilo;(51) 91007-8775;lead-575@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-575
Barbearia Urbana;(71) 91007-8912;lead-576@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-576
Studio Beleza Real;(81) 91007-9049;lead-577@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-577
Barbearia Nobre;(85) 91007-9186;lead-578@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-578
Salão da Praça;(62) 91007-9323;lead-579@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-579
Barbearia do João;(11) 91007-9460;lead-580@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-580
Salão da Maria;(21) 91007-9597;lead-581@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-581
Studio Corte Fix;(31) 91007-9734;lead-582@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-582
Barbearia Central;(19) 91007-9871;lead-583@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-583
Cabelo & Arte;(41) 91008-0008;lead-584@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-584
Salão Estilo;(51) 91008-0145;lead-585@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-585
Barbearia Urbana;(71) 91008-0282;lead-586@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-586
Studio Beleza Real;(81) 91008-0419;lead-587@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-587
Barbearia Nobre;(85) 91008-0556;lead-588@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-588
Salão da Praça;(62) 91008-0693;lead-589@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-589
Barbearia do João;(11) 91008-0830;lead-590@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-590
Salão da Maria;(21) 91008-0967;lead-591@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-591
Studio Corte Fix;(31) 91008-1104;lead-592@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-592
Barbearia Central;(19) 91008-1241;lead-593@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-593
Cabelo & Arte;(41) 91008-1378;lead-594@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-594
Salão Estilo;(51) 91008-1515;lead-595@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-595
Barbearia Urbana;(71) 91008-1652;lead-596@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-596
Studio Beleza Real;(81) 91008-1789;lead-597@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-597
Barbearia Nobre;(85) 91008-1926;lead-598@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-598
Salão da Praça;(62) 91008-2063;lead-599@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-599
Barbearia do João;(11) 91008-2200;lead-600@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-600
Salão da Maria;(21) 91008-2337;lead-601@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-601
Studio Corte Fix;(31) 91008-2474;lead-602@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-602
Barbearia Central;(19) 91008-2611;;Barbearia Central;Campinas;SP;EXT-603
Cabelo & Arte;(41) 91008-2748;lead-604@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-604
Salão Estilo;(51) 91008-2885;lead-605@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-605
Barbearia Urbana;(71) 91008-3022;lead-606@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-606
Studio Beleza Real;(81) 91008-3159;lead-607@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-607
Barbearia Nobre;(85) 91008-3296;lead-608@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-608
Salão da Praça;(62) 91008-3433;lead-609@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-609
Barbearia do João;(11) 91008-3570;lead-610@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-610
Salão da Maria;SEM_TELEFONE_VALIDO;;Salão da Maria;Rio de Janeiro;RJ;EXT-611
Studio Corte Fix;(31) 91008-3844;lead-612@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-612
Barbearia Central;(19) 91008-3981;lead-613@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-613
Cabelo & Arte;(41) 91008-4118;lead-614@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-614
Salão Estilo;(51) 91008-4255;lead-615@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-615
Barbearia Urbana;(71) 91008-4392;lead-616@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-616
Studio Beleza Real;(81) 91008-4529;lead-617@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-617
Barbearia Nobre;(85) 91008-4666;lead-618@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-618
Salão da Praça;(62) 91008-4803;lead-619@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-619
Barbearia do João;(11) 91008-4940;lead-620@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-620
Salão da Maria;(21) 91008-5077;lead-621@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-621
Studio Corte Fix;(31) 91008-5214;lead-622@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-622
Barbearia Central;(19) 91008-5351;lead-623@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-623
Cabelo & Arte;(41) 91008-5488;lead-624@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-624
Salão Estilo;(51) 91008-5625;lead-625@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-625
Barbearia Urbana;(71) 91008-5762;lead-626@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-626
Studio Beleza Real;(81) 91008-5899;lead-627@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-627
Barbearia Nobre;(85) 91008-6036;lead-628@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-628
Salão da Praça;(62) 91008-6173;lead-629@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-629
Barbearia do João;(11) 91008-6310;lead-630@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-630
Salão da Maria;(21) 91008-6447;lead-631@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-631
Studio Corte Fix;(31) 91008-6584;lead-632@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-632
Barbearia Central;(19) 91008-6721;lead-633@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-633
Cabelo & Arte;(41) 91008-6858;lead-634@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-634
Salão Estilo;(51) 91008-6995;lead-635@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-635
Barbearia Urbana;(71) 91008-7132;lead-636@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-636
Studio Beleza Real;(81) 91008-7269;lead-637@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-637
Barbearia Nobre;(85) 91008-7406;lead-638@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-638
Salão da Praça;(85) 91008-7406;lead-639@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-639
Barbearia do João;(11) 91008-7680;lead-640@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-640
Salão da Maria;(21) 91008-7817;lead-641@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-641
Studio Corte Fix;(31) 91008-7954;lead-642@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-642
Barbearia Central;(19) 91008-8091;lead-643@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-643
Cabelo & Arte;(41) 91008-8228;lead-644@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-644
Salão Estilo;(51) 91008-8365;lead-645@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-645
Barbearia Urbana;(71) 91008-8502;lead-646@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-646
Studio Beleza Real;(81) 91008-8639;lead-647@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-647
Barbearia Nobre;(85) 91008-8776;lead-648@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-648
Salão da Praça;(62) 91008-8913;lead-649@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-649
Barbearia do João;(11) 91008-9050;lead-650@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-650
Salão da Maria;(21) 91008-9187;lead-651@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-651
Studio Corte Fix;(31) 91008-9324;lead-652@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-652
Barbearia Central;(19) 91008-9461;lead-653@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-653
Cabelo & Arte;(41) 91008-9598;lead-654@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-654
Salão Estilo;(51) 91008-9735;lead-655@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-655
Barbearia Urbana;(71) 91008-9872;lead-656@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-656
Studio Beleza Real;(81) 91009-0009;lead-657@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-657
Barbearia Nobre;SEM_TELEFONE_VALIDO;;Barbearia Nobre;Fortaleza;CE;EXT-658
Salão da Praça;(62) 91009-0283;lead-659@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-659
Barbearia do João;(11) 91009-0420;lead-660@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-660
Salão da Maria;(21) 91009-0557;lead-661@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-661
Studio Corte Fix;(31) 91009-0694;lead-662@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-662
Barbearia Central;(19) 91009-0831;lead-663@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-663
Cabelo & Arte;(41) 91009-0968;lead-664@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-664
Salão Estilo;(51) 91009-1105;lead-665@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-665
Barbearia Urbana;(71) 91009-1242;lead-666@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-666
Studio Beleza Real;(81) 91009-1379;lead-667@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-667
Barbearia Nobre;(85) 91009-1516;lead-668@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-668
Salão da Praça;(62) 91009-1653;lead-669@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-669
Barbearia do João;(11) 91009-1790;;Barbearia do João;São Paulo;SP;EXT-670
Salão da Maria;(21) 91009-1927;lead-671@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-671
Studio Corte Fix;(31) 91009-2064;lead-672@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-672
Barbearia Central;(19) 91009-2201;lead-673@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-673
Cabelo & Arte;(41) 91009-2338;lead-674@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-674
Salão Estilo;(51) 91009-2475;lead-675@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-675
Barbearia Urbana;(71) 91009-2612;lead-676@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-676
Studio Beleza Real;(81) 91009-2749;lead-677@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-677
Barbearia Nobre;(85) 91009-2886;lead-678@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-678
Salão da Praça;(62) 91009-3023;lead-679@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-679
Barbearia do João;(11) 91009-3160;lead-680@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-680
Salão da Maria;(21) 91009-3297;lead-681@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-681
Studio Corte Fix;(31) 91009-3434;lead-682@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-682
Barbearia Central;(19) 91009-3571;lead-683@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-683
Cabelo & Arte;(41) 91009-3708;lead-684@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-684
Salão Estilo;(51) 91009-3845;lead-685@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-685
Barbearia Urbana;(71) 91009-3982;lead-686@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-686
Studio Beleza Real;(81) 91009-4119;lead-687@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-687
Barbearia Nobre;(85) 91009-4256;lead-688@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-688
Salão da Praça;(62) 91009-4393;lead-689@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-689
Barbearia do João;(11) 91009-4530;lead-690@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-690
Salão da Maria;(21) 91009-4667;lead-691@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-691
Studio Corte Fix;(31) 91009-4804;lead-692@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-692
Barbearia Central;(19) 91009-4941;lead-693@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-693
Cabelo & Arte;(41) 91009-5078;lead-694@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-694
Salão Estilo;(51) 91009-5215;lead-695@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-695
Barbearia Urbana;(71) 91009-5352;lead-696@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-696
Studio Beleza Real;(81) 91009-5489;lead-697@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-697
Barbearia Nobre;(85) 91009-5626;lead-698@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-698
Salão da Praça;(62) 91009-5763;lead-699@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-699
Barbearia do João;(11) 91009-5900;lead-700@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-700
Salão da Maria;(21) 91009-6037;lead-701@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-701
Studio Corte Fix;(31) 91009-6174;lead-702@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-702
Barbearia Central;(19) 91009-6311;lead-703@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-703
Cabelo & Arte;(41) 91009-6448;lead-704@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-704
Salão Estilo;SEM_TELEFONE_VALIDO;;Salão Estilo;Porto Alegre;RS;EXT-705
Barbearia Urbana;(71) 91009-6722;lead-706@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-706
Studio Beleza Real;(81) 91009-6859;lead-707@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-707
Barbearia Nobre;(85) 91009-6996;lead-708@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-708
Salão da Praça;(62) 91009-7133;lead-709@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-709
Barbearia do João;(62) 91009-7133;lead-710@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-710
Salão da Maria;(21) 91009-7407;lead-711@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-711
Studio Corte Fix;(31) 91009-7544;lead-712@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-712
Barbearia Central;(19) 91009-7681;lead-713@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-713
Cabelo & Arte;(41) 91009-7818;lead-714@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-714
Salão Estilo;(51) 91009-7955;lead-715@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-715
Barbearia Urbana;(71) 91009-8092;lead-716@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-716
Studio Beleza Real;(81) 91009-8229;lead-717@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-717
Barbearia Nobre;(85) 91009-8366;lead-718@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-718
Salão da Praça;(62) 91009-8503;lead-719@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-719
Barbearia do João;(11) 91009-8640;lead-720@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-720
Salão da Maria;(21) 91009-8777;lead-721@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-721
Studio Corte Fix;(31) 91009-8914;lead-722@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-722
Barbearia Central;(19) 91009-9051;lead-723@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-723
Cabelo & Arte;(41) 91009-9188;lead-724@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-724
Salão Estilo;(51) 91009-9325;lead-725@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-725
Barbearia Urbana;(71) 91009-9462;lead-726@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-726
Studio Beleza Real;(81) 91009-9599;lead-727@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-727
Barbearia Nobre;(85) 91009-9736;lead-728@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-728
